name,is_closed,url,review_count,categories,rating,latitude,longitude,price,address1,city,country,state,distance,price_numeric
Pitomba Bar e Cozinha,False,https://www.yelp.com/biz/pitomba-bar-e-cozinha-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Brazilian,4.0,-3.7268133,-38.4911499,,"Av. Abolição, Nº 3180 - Meireles",Fortaleza,BR,CE,4438.98,
El Mustache Paleteria Mexicana,False,https://www.yelp.com/biz/el-mustache-paleteria-mexicana-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Mexican, Ice Cream & Frozen Yogurt",3.5,-3.7357512,-38.4901619,,"Avenida Ulisses Bezerra, 1540 Cidade dos Funcionários",Fortaleza,BR,CE,3810.22,
Trattoria Alfio,False,https://www.yelp.com/biz/trattoria-alfio-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Italian,4.0,-3.73835,-38.49258,$$,"R. Professor Dias da Rocha, 303",Fortaleza,BR,CE,4078.42,2.0
Casa do Carneiro,False,https://www.yelp.com/biz/casa-do-carneiro-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,4.0,-3.7293181,-38.4885216,$$,Tv. Delmiro Gouveia 252,Fortaleza,BR,CE,4340.74,2.0
Coni Maki,False,https://www.yelp.com/biz/coni-maki-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Japanese,4.5,-3.732384,-38.4904938,,"Rua Canuto Aguiar, 1368",Fortaleza,BR,CE,4027.54,
Churrascaria Wagner,False,https://www.yelp.com/biz/churrascaria-wagner-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Steakhouses,4.0,-3.7613409,-38.5479393,,"Rua Edite Braga, 1232",Fortaleza,BR,CE,3494.55,
Tempero do Mangue,False,https://www.yelp.com/biz/tempero-do-mangue-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Bars, Seafood",4.0,-3.780259,-38.435943,$$,"R. Valdir Bezerra, 100",Fortaleza,BR,CE,9219.73,2.0
Carneiro & Cia Montese,False,https://www.yelp.com/biz/carneiro-e-cia-montese-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.7597148,-38.548851,,"Rua Desembargador Praxedes, 670",Fortaleza,BR,CE,3594.1,
Restaurante Casa Nostra,False,https://www.yelp.com/biz/restaurante-casa-nostra-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Italian,4.5,-3.7485862,-38.4970627,$$,Av. Senador Virgílio Távora 1800,Fortaleza,BR,CE,2928.46,2.0
Restaurante Tia América,False,https://www.yelp.com/biz/restaurante-tia-am%C3%A9rica-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,3.5,-3.7292528,-38.489048,,Av. Antônio Justa 3947,Fortaleza,BR,CE,4556.27,
Tamarindo Restaurante,False,https://www.yelp.com/biz/tamarindo-restaurante-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.750541,-38.4981422,$$,"R. Araken Silva, 296",Fortaleza,BR,CE,2130.67,2.0
L'orange,False,https://www.yelp.com/biz/l-orange-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,4.0,-3.7309215,-38.4950562,$$,R. Canuto de Aguiar 880,Fortaleza,BR,CE,3822.67,2.0
Bob's,False,https://www.yelp.com/biz/bobs-fortaleza-17?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Ice Cream & Frozen Yogurt, Burgers, Fast Food",5.0,-3.7278848,-38.5288353,,"R. Barão do Rio Branco, 1129",Fortaleza,BR,CE,3572.25,
Salut Bistrô,False,https://www.yelp.com/biz/salut-bistr%C3%B4-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Bistros, Buffets",3.5,-3.735682,-38.49952,,"Av. Santos Dumont, 2813",Fortaleza,BR,CE,3087.9,
Ploc,False,https://www.yelp.com/biz/ploc-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Buffets,4.0,-3.7732589,-38.4908791,,"R. Maria Alice Ferraz, 1390",Fortaleza,BR,CE,3191.28,
Restaurante Budega do Poço,False,https://www.yelp.com/biz/restaurante-budega-do-po%C3%A7o-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,6,"Brazilian, Seafood",3.5,-3.73471517201907,-38.4887645120669,$$,"R. Frei Mansueto, 1168",Fortaleza,BR,CE,3983.87,2.0
Curva da Maminha,False,https://www.yelp.com/biz/curva-da-maminha-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.7761593,-38.5502548,,R. Doutor Justa Araújo 65,Fortaleza,BR,CE,4351.5,
Estoril,False,https://www.yelp.com/biz/estoril-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,9,"Bars, Landmarks & Historical Buildings, Cafes",3.5,-3.7191241,-38.5167465,$$,"R. Tabajaras, 359, Iracema",Fortaleza,BR,CE,4332.06,2.0
Sheng Chi,False,https://www.yelp.com/biz/sheng-chi-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Sushi Bars, Japanese, Seafood",4.0,-3.77354095761417,-38.4823619946509,$$$,"Av. Washington Soares, 1550",Fortaleza,BR,CE,4110.64,3.0
Café Pagliuca,False,https://www.yelp.com/biz/caf%C3%A9-pagliuca-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Bars, Cafes",4.0,-3.7349358,-38.4966774,$$$,"R. Barbosa de Freitas, 1035, Aldeota",Fortaleza,BR,CE,3348.77,3.0
Dom Speto,False,https://www.yelp.com/biz/dom-speto-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.7310803,-38.5436401,$$$,Av. Bezerra de Menezes 656,Fortaleza,BR,CE,4763.78,3.0
Alibaba Kebabs e Lanches,False,https://www.yelp.com/biz/alibaba-kebabs-e-lanches-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Arabic,4.0,-3.7655008,-38.5482025,,"Rua Queirós Ribeiro, 840",Fortaleza,BR,CE,3673.49,
Yan Ping,False,https://www.yelp.com/biz/yan-ping-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Japanese,4.0,-3.7424021,-38.4714699,,"R. Des. Lauro Nogueira, 1500",Fortaleza,BR,CE,5134.87,
Zuíla Café,False,https://www.yelp.com/biz/zu%C3%ADla-caf%C3%A9-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,Cafes,4.0,-3.7368646,-38.5063248,$$,"R. Silva Paulet, 1460",Fortaleza,BR,CE,2590.34,2.0
Restaurante Goiano,False,https://www.yelp.com/biz/restaurante-goiano-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Buffets,3.5,-3.72702808770479,-38.4960031555257,,"Av. da Abolição, 2671",Fortaleza,BR,CE,4102.32,
Restaurante Coisas do Sertão,False,https://www.yelp.com/biz/restaurante-coisas-do-sert%C3%A3o-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Brazilian,3.5,-3.7345572,-38.4885025,,"Rua Frei Mansueto, 1167",Fortaleza,BR,CE,4012.79,
Restaurante Thide,False,https://www.yelp.com/biz/restaurante-thide-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,4.0,-3.762362,-38.5428238,,"Rua Conegundes Rodrigues, 410",Fortaleza,BR,CE,3058.89,
Espetinho do Tavares,False,https://www.yelp.com/biz/espetinho-do-tavares-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Brazilian,5.0,-3.7623365512177,-38.5839629173279,,"R. Joaquim Manoel Macedo, 1097",Fortaleza,BR,CE,7555.47,
Galpão Gloria,False,https://www.yelp.com/biz/galp%C3%A3o-gloria-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,3.5,-3.79544213296482,-38.5008311980913,,Avenida Desembargador Gonzaga 902-986,Fortaleza,BR,CE,4484.96,
Restaurante Mikado Sushi Bar,False,https://www.yelp.com/biz/restaurante-mikado-sushi-bar-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Restaurants,3.5,-3.7978938,-38.4800758,$$,R. José Anastácio Dias 236,Fortaleza,BR,CE,5961.5,2.0
Jc Lanches,False,https://www.yelp.com/biz/jc-lanches-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Diners,4.0,-3.7705362,-38.5563812,,R. Almirante Rubim 1503 lj 1,Fortaleza,BR,CE,4681.55,
Manjericão Restaurante,False,https://www.yelp.com/biz/manjeric%C3%A3o-restaurante-centro?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.7276266,-38.5299683,$,"R. Senador Pompeu, 1022, Centro - Super Shopping dos Fabricantes",Fortaleza,BR,CE,3722.37,1.0
Barraca da Boa,False,https://www.yelp.com/biz/barraca-da-boa-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Bars, Food Stands, Beaches",3.5,-3.7256074,-38.4977837,,"Av. Beira Mar, 2571, Meireles",Fortaleza,BR,CE,4161.78,
Babette Bistrot e Pães,False,https://www.yelp.com/biz/babette-bistrot-e-p%C3%A3es-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Bakeries, Cafes",3.5,-3.72591692458597,-38.5074624871844,$$$,"R. Monsenhor Bruno, 458",Fortaleza,BR,CE,3697.32,3.0
Restaurante Moana,False,https://www.yelp.com/biz/restaurante-moana-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,4.0,-3.7318952,-38.501133,,"Avenida Dom Luís, 55",Fortaleza,BR,CE,3368.53,
Restaurante Buongustaio,False,https://www.yelp.com/biz/restaurante-buongustaio-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,5.0,-3.7572496,-38.4895973,$$,Av. Washington Soares 85 lj 345A,Fortaleza,BR,CE,2821.82,2.0
Restaurante Lautrec,False,https://www.yelp.com/biz/restaurante-lautrec-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,5.0,-3.7343199,-38.4911537,,R. Professor Dias da Rocha 579 lj 7,Fortaleza,BR,CE,3812.32,
Don Tallento,False,https://www.yelp.com/biz/don-tallento-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Italian,4.0,-3.7984335,-38.499794,$$,"Avenida Ulisses Bezerra, 1582",Fortaleza,BR,CE,4837.67,2.0
Delícias do Pará,False,https://www.yelp.com/biz/del%C3%ADcias-do-par%C3%A1-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Northern Brazilian,5.0,-3.73326169146893,-38.4751574322581,,"R. Paschoal de Castro Alves, 741",Fortaleza,BR,CE,5304.92,
Frango Real Galeteria e Pizzaria,False,https://www.yelp.com/biz/frango-real-galeteria-e-pizzaria-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Pizza, Rotisserie Chicken, Steakhouses",3.5,-3.82971974858933,-38.5598842216705,,"Rua N, 901 - Prefeito José Walter",Fortaleza,BR,CE,9338.15,
Casa do Frango,False,https://www.yelp.com/biz/casa-do-frango-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Sushi Bars,4.5,-3.783605,-38.481953,$$$,"Av. Washington Soares, 3000",Fortaleza,BR,CE,4726.93,3.0
Tropical Beach,False,https://www.yelp.com/biz/tropical-beach-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,4.0,-3.7256551,-38.4976082,,Av. Beira Mar 2580,Fortaleza,BR,CE,4146.63,
Nega Fulô,False,https://www.yelp.com/biz/nega-ful%C3%B4-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Northern Brazilian,3.5,-3.798842,-38.4990654,,"Av. Desembargador Gonzaga, 555",Fortaleza,BR,CE,4047.19,
Confraria da Picanha,False,https://www.yelp.com/biz/confraria-da-picanha-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Brazilian,3.5,-3.7464325,-38.5303535,$$$,"Rua Jaime Benévolo, 1660",Fortaleza,BR,CE,2048.91,3.0
Panificadora Nogueira,False,https://www.yelp.com/biz/panificadora-nogueira-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Bakeries, Breakfast & Brunch",4.0,-3.8298582,-38.4938386,,"R. Padre Pedro Alencar, 244",Fortaleza,BR,CE,8354.1,
kasuki sushi bar,False,https://www.yelp.com/biz/kasuki-sushi-bar-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Japanese,2.0,-3.8011475,-38.4919167,,"Avenida Viena Weyne, 236",Fortaleza,BR,CE,5465.26,
Churrasqueira do Fidaugo,False,https://www.yelp.com/biz/churrasqueira-do-fidaugo-meireles?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Brazilian,4.0,-3.7263963,-38.4901886,,"Av. Abolição, 3273",Fortaleza,BR,CE,4541.0,
Churrascaria e Pizzaria Tropeiro Grill,False,https://www.yelp.com/biz/churrascaria-e-pizzaria-tropeiro-grill-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.5,-3.7430227,-38.5083237,,"rua  Silva Paulet, 2074",Fortaleza,BR,CE,1817.67,
Lebasi Frango Assado,False,https://www.yelp.com/biz/lebasi-frango-assado-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Steakhouses,3.5,-3.7911103,-38.5029221,$,R. Desembargador Gonzaga 500,Fortaleza,BR,CE,3954.85,1.0
Paulo da Picanha e Pizzaria,False,https://www.yelp.com/biz/paulo-da-picanha-e-pizzaria-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Steakhouses,3.5,-3.7483207,-38.4685663,$$,Rua Dr Ribamar Lobo 533,Fortaleza,BR,CE,5373.64,2.0
Doceville,False,https://www.yelp.com/biz/doceville-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Desserts, Candy Stores, Delis",4.5,-3.7366059,-38.4956741,$$$,"R. Joaquim Siqueira, 64",Fortaleza,BR,CE,3283.95,3.0
La Vera,False,https://www.yelp.com/biz/la-vera-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Arab Pizza, Rodizios, Pizza",3.0,-3.75110335346505,-38.5269637803976,$$,"R. Carolino de Aquino, 471",Fortaleza,BR,CE,1441.1,2.0
China in Box,False,https://www.yelp.com/biz/china-in-box-caucaia?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Chinese,4.5,-3.7316318,-38.5129471,,"Av. Santos Dumont, 1206",Fortaleza,BR,CE,2962.5,
Katsu,False,https://www.yelp.com/biz/katsu-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Chicken Wings,4.5,-3.73359424868465,-38.48074413836,,"Av. Engenheiro Santana Júnior, 603",Fortaleza,BR,CE,4764.98,
D'família sul,False,https://www.yelp.com/biz/d-fam%C3%ADlia-sul-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Italian,3.5,-3.7921929,-38.4814911,,"Rua Antenor Rocha Alexandre, 650",Fortaleza,BR,CE,5432.26,
Churrascaria e Lanchonete Ponto do Baião,False,https://www.yelp.com/biz/churrascaria-e-lanchonete-ponto-do-bai%C3%A3o-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Steakhouses,3.5,-3.753783,-38.5379219,$,Av. dos Expedicionários 4275,Fortaleza,BR,CE,2515.28,1.0
Bookafé,False,https://www.yelp.com/biz/bookaf%C3%A9-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Cafes, Diners",3.5,-3.8318534,-38.5557251,,"Av. D, 321",Fortaleza,BR,CE,9314.9,
Irami Pizzaria e Churrascaria,False,https://www.yelp.com/biz/irami-pizzaria-e-churrascaria-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Pizza,4.0,-3.7962437,-38.5009651,,R. Júlio Lima 485,Fortaleza,BR,CE,4574.33,
Yan Ping,False,https://www.yelp.com/biz/yan-ping-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,3.0,-3.7572496,-38.4895973,$$,Av. Washington Soares 85 lj 329,Fortaleza,BR,CE,2821.82,2.0
Raimundo do Queijo,False,https://www.yelp.com/biz/raimundo-do-queijo-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Dive Bars, Diners",4.0,-3.7247281,-38.5255356,$$,"R. General Bezerril, 151",Fortaleza,BR,CE,3849.71,2.0
Toca Fina Cozinha,False,https://www.yelp.com/biz/toca-fina-cozinha-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Buffets,4.0,-3.7455685,-38.4715691,,"José Borba Vasconcelos, 333 -",Fortaleza,BR,CE,5115.88,
Marietta Sanduíches Leves,False,https://www.yelp.com/biz/marietta-sandu%C3%ADches-leves-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Diners,4.0,-3.7572496,-38.4895973,$$,Av. Washington Soares 85 lj 337,Fortaleza,BR,CE,2821.82,2.0
Delícias.com,False,https://www.yelp.com/biz/del%C3%ADcias-com-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Buffets,4.0,-3.75879327632524,-38.4893225406275,,"R. Olavo Lima Silva, 190",Fortaleza,BR,CE,2961.54,
Bebelu,False,https://www.yelp.com/biz/bebelu-fortaleza-3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Diners,2.5,-3.7436330296952,-38.5093990446503,$,"Av. Barão De Studart, 2200",Fortaleza,BR,CE,1763.34,1.0
Picanha da Aldeota,False,https://www.yelp.com/biz/picanha-da-aldeota-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,2.5,-3.7460489,-38.5113182,$,R. Doutor José Lourenço 2633,Fortaleza,BR,CE,1392.16,1.0
Toca do Açaí,False,https://www.yelp.com/biz/toca-do-a%C3%A7a%C3%AD-meireles?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Sandwiches, Juice Bars & Smoothies",4.0,-3.723201,-38.4834061,$,"Av. Beira Mar, 4258",Fortaleza,BR,CE,5317.63,1.0
Leão do Sul,False,https://www.yelp.com/biz/le%C3%A3o-do-sul-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,6,Brazilian Empanadas,3.5,-3.72834,-38.52764,$,"R. Pedro Borges, 193",Fortaleza,BR,CE,3549.22,1.0
Montmarttre,False,https://www.yelp.com/biz/montmarttre-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Bakeries, Diners, Sushi Bars",4.0,-3.7353351,-38.4914513,$$,"Av. Dom Luís, 1080",Fortaleza,BR,CE,3712.02,2.0
Compasso Grill,False,https://www.yelp.com/biz/compasso-grill-fortaleza?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Steakhouses,3.0,-3.7294559,-38.5279732,,"Rua Floriano Peixoto, 814 - Centro,",Fortaleza,BR,CE,3449.35,
Sabor & Vida,False,https://www.yelp.com/biz/sabor-e-vida-fortaleza-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,3.0,-3.7554123,-38.5156975,,"R. Fiscal Vieira, 3878",Fortaleza,BR,CE,305.69,
