name,is_closed,url,review_count,categories,rating,latitude,longitude,price,address1,city,country,state,distance,price_numeric
Restaurante Diamond,False,https://www.yelp.com/biz/restaurante-diamond-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"International, Fast Food, Buffets",5.0,-9.97140282358207,-67.8116656467319,$$,Best Western,Rio Branco,BR,AC,2693.24,2.0
Pizzaria e Sorveteria Tutti Frutti,False,https://www.yelp.com/biz/pizzaria-e-sorveteria-tutti-frutti-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Italian,4.0,-9.9710699,-67.8095195,$$,Av Ceará 1408,Rio Branco,BR,AC,2902.96,2.0
Pinguim,False,https://www.yelp.com/biz/pinguim-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Pizza, Ice Cream & Frozen Yogurt",4.0,-9.97029562238582,-67.8165201097727,,"Av. Ceará, 1998",Rio Branco,BR,AC,2390.7,
Cantinho Pizzaria,False,https://www.yelp.com/biz/cantinho-pizzaria-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,4.0,-9.9635658,-67.8284988,,R. Isaura Parente 1642,Rio Branco,BR,AC,2532.37,
Malungo café,False,https://www.yelp.com/biz/malungo-caf%C3%A9-maracana%C3%BA?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,4.0,-3.8748198,-38.5833321,,"Rua Sete de Setembro, 454, Boa Vista (Espaço Rio Branco)",Fortaleza,BR,CE,2694.54,
Saladaria,False,https://www.yelp.com/biz/saladaria-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Juice Bars & Smoothies, Salad, Bistros",4.0,-9.96078866105721,-67.813759110868,$$,"Rua Futuro, 176",Rio Branco,BR,AC,3416.31,2.0
Café do Mercado,False,https://www.yelp.com/biz/caf%C3%A9-do-mercado-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Diners,3.5,-9.97371006011963,-67.8077011108398,,Tv. Capitania 1 c 900,Rio Branco,BR,AC,2694.54,
Don Juan,False,https://www.yelp.com/biz/don-juan-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Burgers,4.0,-9.96547184003657,-67.8095899522304,,Praça José Augusto,Rio Branco,BR,AC,3301.99,
Guia do Sabor Pizzaria,False,https://www.yelp.com/biz/guia-do-sabor-pizzaria-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Italian, Pizza",2.0,-9.9616035,-67.8351663,$$,"R. Isaura Parente, 2420",Rio Branco,BR,AC,2797.33,2.0
Restaurante A Princezinha,False,https://www.yelp.com/biz/restaurante-a-princezinha-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Pizza, Brazilian",2.0,-9.97548395458124,-67.810697819539,$$,"Travessa da Catedral, 14",Rio Branco,BR,AC,2530.48,2.0
Restaurante e Churrascaria Cleovan,False,https://www.yelp.com/biz/restaurante-e-churrascaria-cleovan-rio-branco?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,3.0,-9.9663914,-67.8146753,,Rua Hugo Carneiro 234,Rio Branco,BR,AC,2853.14,
Mister Grill,False,https://www.yelp.com/biz/mister-grill-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Steakhouses,4.0,-9.6167498,-35.7200317,$$,Av. Muniz Falcão 264,Maceió,BR,AL,7987.76,2.0
Lopana,False,https://www.yelp.com/biz/lopana-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Bars, Brazilian",4.0,-9.663814,-35.70395,$$,"Av. Sílvio Carlos Vianna, 27",Maceió,BR,AL,8004.5,2.0
Akuaba,False,https://www.yelp.com/biz/akuaba-macei%C3%B3-al?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Seafood, Northeastern Brazilian",4.5,-9.6452114,-35.7016016,,"R. Ferroviário Manoel Gonçalves Filho, 6",Maceió,BR,AL,5940.12,
Wanchako,False,https://www.yelp.com/biz/wanchako-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,Peruvian,5.0,-9.65504909400796,-35.6993597746228,$$$$,"R. São Francisco de Assis, 93",Maceió,BR,AL,6941.98,4.0
Akuaba,False,https://www.yelp.com/biz/akuaba-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,French,4.5,-9.6450901,-35.7103004,$$$,"Av. Álvaro Calheiros, Mangabeiras 09",Maceió,BR,AL,6242.7,3.0
Restaurante Janga,False,https://www.yelp.com/biz/restaurante-janga-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Seafood,4.5,-9.661993,-35.697453,,"R. Gen. João Saleiro Pitão, 1296",Maceió,BR,AL,7663.33,
Casa de Mãinha,False,https://www.yelp.com/biz/casa-de-m%C3%A3inha-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Northeastern Brazilian, Buffets",5.0,-9.66356061451105,-35.7087226957083,,"R. Engenheiro Demócrito Sarmento Barroco, 80",Maceió,BR,AL,8119.56,
Imperador dos Camarões,False,https://www.yelp.com/biz/imperador-dos-camar%C3%B5es-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,6,"Northeastern Brazilian, Seafood",4.5,-9.6685423,-35.7142078,$$$$,"Av. Dr. Antônio Gouveia, 607",Maceió,BR,AL,8841.47,4.0
Santo Orégano,False,https://www.yelp.com/biz/santo-or%C3%A9gano-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Pizza,4.5,-9.58009122666007,-35.6584697011345,,"Rodovia AL, 101",Maceió,BR,AL,3423.81,
Massarella,False,https://www.yelp.com/biz/massarella-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,"Brazilian, Pizza",4.5,-9.6505043,-35.70161,$$,"R. José Pontes Magalhães, 271",Maceió,BR,AL,6473.2,2.0
Armazém Guimarães,False,https://www.yelp.com/biz/armaz%C3%A9m-guimar%C3%A3es-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,7,"Italian, Pizza",4.5,-9.650901,-35.701217,$$,"Av. Dr. Antônio Gomes Barros, 188",Maceió,BR,AL,6538.99,2.0
Divina Gula,False,https://www.yelp.com/biz/divina-gula-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,4.5,-9.64641696433671,-35.7050001493351,$$$,av Eng Paulo Brandão Nogueira 85,Maceió,BR,AL,6181.87,3.0
Bodega do Sertão,False,https://www.yelp.com/biz/bodega-do-sert%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,4,Brazilian,4.5,-9.65321759842571,-35.6995966398721,,"Av Júlio Marques Luz, 62",Maceió,BR,AL,6748.34,
Arrí Forneria,False,https://www.yelp.com/biz/arr%C3%AD-forneria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Tapas Bars,4.5,-9.6417614073698,-35.700622747013,,Rua Doutor Roland Simons 492-614,Maceió,BR,AL,5541.8,
Massagueirinha,False,https://www.yelp.com/biz/massagueirinha-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,"Bars, Seafood",4.0,-9.65677586293796,-35.7087407624071,$$,"R. Deputado José Lages, 1105",Maceió,BR,AL,7404.52,2.0
Hibiscus,False,https://www.yelp.com/biz/hibiscus-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Brazilian,5.0,-9.56468053565792,-35.6453086710175,$$$$,"AL 101 Norte, Residencial Angra de Ipioca",Maceió,BR,AL,5553.99,4.0
Parmegianno,False,https://www.yelp.com/biz/parmegianno-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,5,Restaurants,3.0,-9.6447382,-35.7003746,,R. José Luiz Calazans 44,Maceió,BR,AL,5870.37,
Le Premier,False,https://www.yelp.com/biz/le-premier-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, International",5.0,-9.666354,-35.712538,,Best Western PREMIER,Maceió,BR,AL,8547.41,
Kanoa,False,https://www.yelp.com/biz/kanoa-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Beach Bars",5.0,-9.6638435384008,-35.705786,,"Av. Senador Robert Kennedy, 226",Maceió,BR,AL,8058.54,
New Hakata,False,https://www.yelp.com/biz/new-hakata-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Chinese, Japanese",4.0,-9.6485052,-35.705616,$$,"Av. Engenheiro Paulo Brandão Nogueira, 95",Maceió,BR,AL,6336.08,2.0
Anamá Restaurante,False,https://www.yelp.com/biz/anam%C3%A1-restaurante-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Buffets, Delis",3.0,-9.664085427878,-35.6986348782352,,"Avenida Silvio Carlos Vianna, 2501.",Maceió,BR,AL,7914.13,
Massarela,False,https://www.yelp.com/biz/massarela-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Restaurants,4.0,-9.6510663,-35.7014958,$$$$,R. José Pontes de Magalhães 155,Maceió,BR,AL,6564.46,4.0
Filé do Zezé,False,https://www.yelp.com/biz/fil%C3%A9-do-zez%C3%A9-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Pizza, Northeastern Brazilian, Beer Bar",3.0,-9.649322,-35.702567,$$,"R. Industrial Climerio Sarmento, 15",Maceió,BR,AL,6408.56,2.0
Restaurante Picuí,False,https://www.yelp.com/biz/restaurante-picu%C3%AD-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Steakhouses",4.0,-9.66980200352107,-35.7293633770158,,"Av. Paz, 1140",Maceió,BR,AL,9662.8,
Nirá Sushi,False,https://www.yelp.com/biz/nir%C3%A1-sushi-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,5.0,-9.6662515,-35.7350983,$$$,Rua Olavo Macedo Ribeiro 320 Qu13,Maceió,BR,AL,9653.49,3.0
Bar Brasil,False,https://www.yelp.com/biz/bar-brasil-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Restaurants, Bars",3.0,-9.593499,-35.6705622,,"Rua da Praia, 72",Maceió,BR,AL,1732.31,
Milk,False,https://www.yelp.com/biz/milk-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Brazilian, Pubs",2.0,-9.586044,-35.664426,,"R. São Pedro, 194",Maceió,BR,AL,2560.02,
Restaurante Dragão,False,https://www.yelp.com/biz/restaurante-drag%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,3.0,-9.6702194,-35.7158999,$$,Av. Dr Antonio Gouveia 21,Maceió,BR,AL,9078.29,2.0
Forneto Pizzaria,False,https://www.yelp.com/biz/forneto-pizzaria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,5.0,-9.636988,-35.737356,,"R. Coronel Lima Rocha, 841",Maceió,BR,AL,7359.74,
Ótimo,False,https://www.yelp.com/biz/%C3%B3timo-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Restaurante O Peixarão,False,https://www.yelp.com/biz/restaurante-o-peixar%C3%A3o-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Brazilian,4.5,-9.65334626056131,-35.6994898258206,,"Av.Júlio M.Luz, 50",Maceió,BR,AL,6759.8,
Grão Espresso Cafeteria  Hiper Gbarbosa,False,https://www.yelp.com/biz/gr%C3%A3o-espresso-cafeteria-hiper-gbarbosa-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Coffee & Tea, Cafes, Fast Food",5.0,-9.6490748,-35.7072404,,Av. Emp. Carlos da Silva Nogueira  620,Maceió,BR,AL,6543.36,
Marios Burgers,False,https://www.yelp.com/biz/marios-burgers-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Sandwiches, Burgers",4.0,-9.62672454115253,-35.7334437909979,,"Av. Rotary, 889",Maceió,BR,AL,6319.28,
Sueca Comedoria,False,https://www.yelp.com/biz/sueca-comedoria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,4.0,-9.6658802,-35.7111588,,Av. Doutor Antônio Gouveia 1103,Maceió,BR,AL,8668.04,
Sabatelli Pizza & Arte,False,https://www.yelp.com/biz/sabatelli-pizza-e-arte-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Pizza, Italian",4.0,-9.591866,-35.73742,,"R. José Alfredo Marques, 663",Maceió,BR,AL,5603.49,
Mostardas Hamburgueria,False,https://www.yelp.com/biz/mostardas-hamburgueria-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Juice Bars & Smoothies, Burgers, Sandwiches",4.0,-9.6430397,-35.6993103,$,"Av. Álvaro Otacílio, 4187",Maceió,BR,AL,5598.73,1.0
Don Burguer Hamburgueria Goumert,False,https://www.yelp.com/biz/don-burguer-hamburgueria-goumert-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Diners,4.0,-9.6638002,-35.7055817,$$,Av. Silvio Carlos Viana,Maceió,BR,AL,7945.52,2.0
Palato Café,False,https://www.yelp.com/biz/palato-caf%C3%A9-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,"Bistros, Cafes",2.5,-9.65657638960183,-35.7053164969836,$$$,"R. Deputado José Lages, 700",Maceió,BR,AL,7267.46,3.0
Palato,False,https://www.yelp.com/biz/palato-macei%C3%B3-2?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,"Delicatessen, Grocery, Japanese",3.5,-9.645732,-35.733748,$$,"Av. Fernandes Lima, 548",Maceió,BR,AL,7755.62,2.0
Restaurante Ocara,False,https://www.yelp.com/biz/restaurante-ocara-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Seafood,5.0,-9.528586,-35.607876,,"R. da Igreja, 158",Maceió,BR,AL,11263.9,
Bendita Massa,False,https://www.yelp.com/biz/bendita-massa-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Italian,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Super Pizza,False,https://www.yelp.com/biz/super-pizza-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Take,False,https://www.yelp.com/biz/take-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Japanese,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Sushi Maki,False,https://www.yelp.com/biz/sushi-maki-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Sushi Bars, Japanese",4.0,-9.6641293,-35.69627,$$,"R. Desportista Humberto Guimarães, 541",Maceió,BR,AL,7832.93,2.0
Galeteria do Chef,False,https://www.yelp.com/biz/galeteria-do-chef-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,3.0,-9.6101265,-35.7254295,,Av. Presidente Getúlio Vargas 19,Maceió,BR,AL,4407.64,
Carlito Pizzaria e Restaurante,False,https://www.yelp.com/biz/carlito-pizzaria-e-restaurante-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,3,Pizza,3.5,-9.66289737334599,-35.6957703323422,,"Av. Álvaro Otacílio, 2740",Maceió,BR,AL,7735.86,
Chino Pop,False,https://www.yelp.com/biz/chino-pop-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Chinese,3.0,-9.6502812523959,-35.7068239577895,,"Av Pretestato Ferreira Machado, 630",Maceió,BR,AL,6653.66,
Bon Grillê,False,https://www.yelp.com/biz/bon-grill%C3%AA-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,5.0,-9.66651,-35.735,$,,Maceió,BR,AL,9653.49,1.0
Café Ponta Verde,False,https://www.yelp.com/biz/caf%C3%A9-ponta-verde-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Diners, Cafes",3.0,-9.66231587877817,-35.7014783844352,,"R. Engenheiro Mário de Gusmão, 768",Maceió,BR,AL,7780.72,
Casa da Picanha,False,https://www.yelp.com/biz/casa-da-picanha-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Restaurants,2.5,-9.6514254,-35.7099228,,Av. Doutor Antônio Gomes de Barros 702,Maceió,BR,AL,6883.54,
Observatório,False,https://www.yelp.com/biz/observat%C3%B3rio-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Bars, Mexican",2.0,-9.6512616,-35.7080347,$$,"Av. Doutor Antônio Gomes de Barros, 930",Maceió,BR,AL,6801.62,2.0
Bobs,False,https://www.yelp.com/biz/bobs-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Fast Food,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Don Pastello,False,https://www.yelp.com/biz/don-pastello-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Fast Food,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Restaurante Candelabro,False,https://www.yelp.com/biz/restaurante-candelabro-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Restaurants,3.0,-9.6700917,-35.7388282,,"Av. Duque de Caixas, 21",Maceió,BR,AL,10235.96,
Pizza Americana,False,https://www.yelp.com/biz/pizza-americana-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,1.0,-9.61080834661259,-35.7261412963271,,"Av. Presidente Getúlio Vargas, 455",Maceió,BR,AL,4747.76,
China in Box,False,https://www.yelp.com/biz/china-in-box-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,2,Chinese,4.0,-9.66651,-35.735,$$,,Maceió,BR,AL,9653.49,2.0
McDonalds,False,https://www.yelp.com/biz/mcdonalds-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Fast Food,5.0,-9.66651,-35.735,,,Maceió,BR,AL,9653.49,
Domino's,False,https://www.yelp.com/biz/dominos-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Pizza,1.0,-9.651458,-35.705658,,"Av. Doutor Antônio Gomes de Barros, 505",Maceió,BR,AL,6735.74,
Sarah's Esfihas,False,https://www.yelp.com/biz/sarahs-esfihas-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,Fast Food,5.0,-9.66651,-35.735,$,,Maceió,BR,AL,9653.49,1.0
Barrica's,False,https://www.yelp.com/biz/barricas-macei%C3%B3?adjust_creative=CBM7ZjWiczNoE0SNVf88LA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CBM7ZjWiczNoE0SNVf88LA,1,"Bars, Brazilian",3.0,-9.65846286457411,-35.6982102473396,$$,"Av. Álvaro Otacílio, 39",Maceió,BR,AL,7290.38,2.0
