data_hora;temp_ambiente;temp_agua
16/6/2023 16:23:48;26.88;29.87
16/6/2023 16:24:19;26.88;29.87
16/6/2023 16:24:50;26.88;29.87
16/6/2023 16:25:20;26.88;29.87
16/6/2023 16:25:51;26.88;29.87
16/6/2023 16:26:22;26.88;29.94
16/6/2023 16:26:52;26.88;30.00
16/6/2023 16:27:23;26.88;29.94
16/6/2023 16:27:54;26.88;30.00
16/6/2023 16:28:24;26.88;30.06
16/6/2023 16:28:55;26.88;30.06
16/6/2023 16:29:26;26.88;30.12
16/6/2023 16:29:56;26.88;30.12
16/6/2023 16:30:27;26.88;30.12
16/6/2023 16:30:58;26.88;30.06
16/6/2023 16:31:28;26.88;30.06
16/6/2023 16:31:59;26.88;30.06
16/6/2023 16:32:30;26.88;30.06
16/6/2023 16:33:0;26.88;30.06
16/6/2023 16:33:31;26.88;30.06
16/6/2023 16:34:2;26.88;30.06
16/6/2023 16:34:32;26.88;30.06
16/6/2023 16:35:3;26.39;30.06
16/6/2023 16:35:34;26.88;30.06
16/6/2023 16:36:4;26.88;30.12
16/6/2023 16:36:35;26.88;30.06
16/6/2023 16:37:6;26.88;30.12
16/6/2023 16:37:36;26.88;30.12
16/6/2023 16:38:7;26.88;30.06
16/6/2023 16:38:38;26.39;30.00
16/6/2023 16:39:8;26.88;30.00
16/6/2023 16:39:39;26.88;30.00
16/6/2023 16:40:10;26.88;30.00
16/6/2023 16:40:40;26.39;30.00
16/6/2023 16:41:11;26.39;30.00
16/6/2023 16:41:42;26.39;29.94
16/6/2023 16:42:12;26.39;29.94
16/6/2023 16:42:43;26.39;29.94
16/6/2023 16:43:14;26.88;29.94
16/6/2023 16:43:44;26.39;29.94
16/6/2023 16:44:15;26.39;29.94
16/6/2023 16:44:46;26.39;29.87
16/6/2023 16:45:16;26.39;29.94
16/6/2023 16:45:47;26.88;29.94
16/6/2023 16:46:18;26.88;30.00
16/6/2023 16:46:48;26.88;30.06
16/6/2023 16:47:19;26.39;30.12
16/6/2023 16:47:50;26.39;30.12
16/6/2023 16:48:20;26.39;30.19
16/6/2023 16:48:51;26.39;30.19
16/6/2023 16:49:22;26.39;30.19
16/6/2023 16:49:52;26.39;30.12
16/6/2023 16:50:23;26.39;30.06
16/6/2023 16:50:54;26.39;30.12
16/6/2023 16:51:24;26.88;30.12
16/6/2023 16:51:55;26.39;30.19
16/6/2023 16:52:26;26.39;30.12
16/6/2023 16:52:56;26.39;30.19
16/6/2023 16:53:27;26.39;30.12
16/6/2023 16:53:58;26.39;30.19
16/6/2023 16:54:28;26.39;30.12
16/6/2023 16:54:59;26.39;30.12
16/6/2023 16:55:30;26.39;30.12
16/6/2023 16:56:0;26.39;30.12
16/6/2023 16:56:31;26.39;30.06
16/6/2023 16:57:2;26.39;30.12
16/6/2023 16:57:32;26.88;30.06
16/6/2023 16:58:3;26.88;30.06
16/6/2023 16:58:34;26.88;30.00
16/6/2023 16:59:4;26.88;30.00
16/6/2023 16:59:35;26.88;30.06
16/6/2023 17:0:6;26.88;30.00
16/6/2023 17:0:37;26.88;30.06
16/6/2023 17:1:8;26.88;30.00
16/6/2023 17:1:38;26.88;30.00
16/6/2023 17:2:9;26.88;30.00
16/6/2023 17:2:40;26.88;30.00
16/6/2023 17:3:10;26.88;30.00
16/6/2023 17:3:41;26.88;29.94
16/6/2023 17:4:12;26.88;29.94
16/6/2023 17:4:42;26.88;29.87
16/6/2023 17:5:13;26.88;30.00
16/6/2023 17:5:44;26.88;30.00
16/6/2023 17:6:14;26.88;30.06
16/6/2023 17:6:45;26.88;30.06
16/6/2023 17:7:16;26.39;30.12
16/6/2023 17:7:46;26.39;30.12
16/6/2023 17:8:17;26.39;30.19
16/6/2023 17:8:48;26.39;30.19
16/6/2023 17:9:18;26.39;30.19
16/6/2023 17:9:49;26.39;30.12
16/6/2023 17:10:20;26.39;30.12
16/6/2023 17:10:50;26.39;30.12
16/6/2023 17:11:21;26.39;30.12
16/6/2023 17:11:52;26.39;30.19
16/6/2023 17:12:22;26.39;30.06
16/6/2023 17:12:53;26.39;30.06
16/6/2023 17:13:24;26.88;30.06
16/6/2023 17:13:54;26.88;30.06
16/6/2023 17:14:25;26.88;30.00
16/6/2023 17:14:56;26.88;29.94
16/6/2023 17:15:26;26.88;30.00
16/6/2023 17:15:57;26.88;29.94
16/6/2023 17:16:28;26.88;29.87
16/6/2023 17:16:58;26.39;29.87
16/6/2023 17:17:29;26.88;29.87
16/6/2023 17:18:0;26.39;29.81
16/6/2023 17:18:30;26.88;29.87
16/6/2023 17:19:1;26.39;29.87
16/6/2023 17:19:32;26.39;29.81
16/6/2023 17:20:2;26.39;29.81
16/6/2023 17:20:33;26.88;29.81
16/6/2023 17:21:4;26.88;29.75
16/6/2023 17:21:34;26.88;29.75
16/6/2023 17:22:5;26.88;29.75
16/6/2023 17:22:36;26.88;29.69
16/6/2023 17:23:6;26.88;29.75
16/6/2023 17:23:37;26.88;29.62
16/6/2023 17:24:8;26.88;29.62
16/6/2023 17:24:38;26.88;29.62
16/6/2023 17:25:9;26.88;29.69
16/6/2023 17:25:40;26.39;29.75
16/6/2023 17:26:10;26.39;29.69
16/6/2023 17:26:41;26.39;29.75
16/6/2023 17:27:12;26.39;29.81
16/6/2023 17:27:42;26.39;29.81
16/6/2023 17:28:13;26.88;29.75
16/6/2023 17:28:44;26.88;29.81
16/6/2023 17:29:14;26.88;29.81
16/6/2023 17:29:45;26.88;29.81
16/6/2023 17:30:16;26.88;29.87
16/6/2023 17:30:46;26.39;29.87
16/6/2023 17:31:17;26.39;29.94
16/6/2023 17:31:48;26.39;29.75
16/6/2023 17:32:18;26.39;29.81
16/6/2023 17:32:49;26.39;29.81
16/6/2023 17:33:19;26.39;29.81
16/6/2023 17:33:50;26.39;29.87
16/6/2023 17:34:21;26.39;29.75
16/6/2023 17:34:51;26.88;29.75
16/6/2023 17:35:22;26.39;29.75
16/6/2023 17:35:53;26.39;29.75
16/6/2023 17:36:23;26.39;29.69
16/6/2023 17:36:54;26.39;29.69
16/6/2023 17:37:25;26.88;29.69
16/6/2023 17:37:55;26.39;29.69
16/6/2023 17:38:26;26.39;29.69
16/6/2023 17:38:57;26.88;29.56
16/6/2023 17:39:27;26.39;29.62
16/6/2023 17:39:58;26.39;29.56
16/6/2023 17:40:29;26.39;29.56
16/6/2023 17:40:59;26.39;29.50
16/6/2023 17:41:30;26.39;29.56
16/6/2023 17:42:1;26.39;29.56
16/6/2023 17:42:31;26.39;29.62
16/6/2023 17:43:2;26.39;29.56
16/6/2023 17:43:33;26.39;29.56
16/6/2023 17:44:3;26.39;29.62
16/6/2023 17:44:34;26.39;29.62
16/6/2023 17:45:5;26.39;29.69
16/6/2023 17:45:35;26.39;29.69
16/6/2023 17:46:6;26.39;29.69
16/6/2023 17:46:37;26.39;29.69
16/6/2023 17:47:7;26.39;29.75
16/6/2023 17:47:38;26.39;29.75
16/6/2023 17:48:9;26.39;29.75
16/6/2023 17:48:39;26.39;29.75
16/6/2023 17:49:10;26.39;29.75
16/6/2023 17:49:41;26.39;29.69
16/6/2023 17:50:11;26.39;29.75
16/6/2023 17:50:42;26.39;29.69
16/6/2023 17:51:13;26.39;29.75
16/6/2023 17:51:43;26.39;29.75
16/6/2023 17:52:14;26.39;29.69
16/6/2023 17:52:45;26.39;29.62
16/6/2023 17:53:15;26.39;29.69
16/6/2023 17:53:46;26.39;29.62
16/6/2023 17:54:17;26.39;29.62
16/6/2023 17:54:47;26.39;29.69
16/6/2023 17:55:18;26.39;29.69
16/6/2023 17:55:49;26.39;29.62
16/6/2023 17:56:19;26.39;29.56
16/6/2023 17:56:50;26.39;29.56
16/6/2023 17:57:21;26.39;29.62
16/6/2023 17:57:51;26.39;29.56
16/6/2023 17:58:22;26.39;29.56
16/6/2023 17:58:53;26.39;29.56
16/6/2023 17:59:23;25.90;29.62
16/6/2023 17:59:54;26.39;29.56
16/6/2023 18:0:25;26.39;29.56
16/6/2023 18:0:55;26.39;29.62
16/6/2023 18:1:26;26.39;29.56
16/6/2023 18:1:57;26.39;29.62
16/6/2023 18:2:27;26.39;29.62
16/6/2023 18:2:58;26.39;29.56
16/6/2023 18:3:29;26.39;29.62
16/6/2023 18:3:59;26.39;29.62
16/6/2023 18:4:30;26.39;29.62
16/6/2023 18:5:1;26.39;29.62
16/6/2023 18:5:31;26.39;29.69
16/6/2023 18:6:2;26.39;29.75
16/6/2023 18:6:33;26.39;29.81
16/6/2023 18:7:4;26.39;29.69
16/6/2023 18:7:35;26.39;29.69
16/6/2023 18:8:5;26.39;29.75
16/6/2023 18:8:36;26.39;29.75
16/6/2023 18:9:7;26.39;29.75
16/6/2023 18:9:37;26.39;29.69
16/6/2023 18:10:8;25.90;29.69
16/6/2023 18:10:39;25.90;29.69
16/6/2023 18:11:9;26.39;29.69
16/6/2023 18:11:40;26.39;29.75
16/6/2023 18:12:11;26.39;29.69
16/6/2023 18:12:41;26.39;29.69
16/6/2023 18:13:12;26.39;29.69
16/6/2023 18:13:43;26.39;29.69
16/6/2023 18:14:13;26.39;29.62
16/6/2023 18:14:44;26.39;29.62
16/6/2023 18:15:15;26.39;29.62
16/6/2023 18:15:45;25.90;29.62
16/6/2023 18:16:16;26.39;29.62
16/6/2023 18:16:47;25.90;29.56
16/6/2023 18:17:17;25.90;29.62
16/6/2023 18:17:48;25.90;29.56
16/6/2023 18:18:19;25.90;29.56
16/6/2023 18:18:49;26.39;29.56
16/6/2023 18:19:20;26.39;29.56
16/6/2023 18:19:51;26.39;29.56
16/6/2023 18:20:21;26.39;29.56
16/6/2023 18:20:52;26.39;29.56
16/6/2023 18:21:23;26.39;29.50
16/6/2023 18:21:53;25.90;29.56
16/6/2023 18:22:24;25.90;29.62
16/6/2023 18:22:55;25.90;29.62
16/6/2023 18:23:25;25.90;29.69
16/6/2023 18:23:56;25.90;29.69
16/6/2023 18:24:27;25.90;29.69
16/6/2023 18:24:57;25.90;29.75
16/6/2023 18:25:28;25.90;29.75
16/6/2023 18:25:58;25.90;29.69
16/6/2023 18:26:29;25.90;29.69
16/6/2023 18:27:0;25.90;29.69
16/6/2023 18:27:30;25.90;29.75
16/6/2023 18:28:1;25.90;29.69
16/6/2023 18:28:32;25.90;29.69
16/6/2023 18:29:2;25.90;29.69
16/6/2023 18:29:33;25.90;29.69
16/6/2023 18:30:4;25.90;29.69
16/6/2023 18:30:34;25.90;29.62
16/6/2023 18:31:5;25.90;29.62
16/6/2023 18:31:36;25.90;29.62
16/6/2023 18:32:6;25.90;29.69
16/6/2023 18:32:37;25.90;29.69
16/6/2023 18:33:8;25.90;29.75
16/6/2023 18:33:38;25.90;29.69
16/6/2023 18:34:9;25.90;29.69
16/6/2023 18:34:40;25.90;29.69
16/6/2023 18:35:10;25.90;29.62
16/6/2023 18:35:41;25.90;29.62
16/6/2023 18:36:12;25.90;29.56
16/6/2023 18:36:42;25.90;29.56
16/6/2023 18:37:13;25.90;29.62
16/6/2023 18:37:44;25.90;29.62
16/6/2023 18:38:14;25.90;29.62
16/6/2023 18:38:45;25.90;29.62
16/6/2023 18:39:16;25.90;29.62
16/6/2023 18:39:46;25.90;29.62
16/6/2023 18:40:17;25.90;29.69
16/6/2023 18:40:48;25.90;29.69
16/6/2023 18:41:18;25.90;29.62
16/6/2023 18:41:49;25.90;29.62
16/6/2023 18:42:20;25.90;29.62
16/6/2023 18:42:50;25.90;29.62
16/6/2023 18:43:21;25.90;29.69
16/6/2023 18:43:52;25.90;29.69
16/6/2023 18:44:22;25.90;29.69
16/6/2023 18:44:53;25.42;29.69
16/6/2023 18:45:24;25.42;29.69
16/6/2023 18:45:54;25.90;29.75
16/6/2023 18:46:25;25.42;29.75
16/6/2023 18:46:56;25.42;29.75
16/6/2023 18:47:26;25.90;29.81
16/6/2023 18:47:57;25.42;29.75
16/6/2023 18:48:28;25.42;29.75
16/6/2023 18:48:58;25.42;29.69
16/6/2023 18:49:29;25.90;29.69
16/6/2023 18:50:0;25.42;29.62
16/6/2023 18:50:30;25.42;29.62
16/6/2023 18:51:1;25.42;29.62
16/6/2023 18:51:32;25.42;29.56
16/6/2023 18:52:2;25.42;29.62
16/6/2023 18:52:33;25.42;29.62
16/6/2023 18:53:4;25.42;29.56
16/6/2023 18:53:34;25.42;29.56
16/6/2023 18:54:5;25.42;29.56
16/6/2023 18:54:36;25.42;29.69
16/6/2023 18:55:6;25.42;29.62
16/6/2023 18:55:37;25.90;29.62
16/6/2023 18:56:8;25.42;29.62
16/6/2023 18:56:38;25.42;29.62
16/6/2023 18:57:9;25.42;29.56
16/6/2023 18:57:40;25.42;29.50
16/6/2023 18:58:10;25.42;29.50
16/6/2023 18:58:41;25.42;29.50
16/6/2023 18:59:12;25.42;29.56
16/6/2023 18:59:42;25.42;29.56
16/6/2023 19:0:13;25.42;29.56
16/6/2023 19:0:44;25.42;29.56
16/6/2023 19:1:14;25.42;29.56
16/6/2023 19:1:45;25.42;29.62
16/6/2023 19:2:16;25.42;29.62
16/6/2023 19:2:46;25.42;29.56
16/6/2023 19:3:17;25.42;29.69
16/6/2023 19:3:48;25.42;29.75
16/6/2023 19:4:18;25.42;29.75
16/6/2023 19:4:49;25.42;29.69
16/6/2023 19:5:20;25.42;29.69
16/6/2023 19:5:50;25.42;29.69
16/6/2023 19:6:21;25.42;29.69
16/6/2023 19:6:52;25.42;29.75
16/6/2023 19:7:22;25.42;29.75
16/6/2023 19:7:53;25.42;29.69
16/6/2023 19:8:24;25.42;29.62
16/6/2023 19:8:54;25.42;29.62
16/6/2023 19:9:25;25.42;29.62
16/6/2023 19:9:55;25.42;29.50
16/6/2023 19:10:26;25.42;29.56
16/6/2023 19:10:57;25.42;29.50
16/6/2023 19:11:27;25.42;29.62
16/6/2023 19:11:58;25.42;29.56
16/6/2023 19:12:29;25.42;29.56
16/6/2023 19:13:0;25.42;29.56
16/6/2023 19:13:31;25.42;29.56
16/6/2023 19:14:1;25.42;29.56
16/6/2023 19:14:32;25.42;29.56
16/6/2023 19:15:3;24.93;29.62
16/6/2023 19:15:33;25.42;29.56
16/6/2023 19:16:4;25.42;29.62
16/6/2023 19:16:35;25.42;29.56
16/6/2023 19:17:5;25.42;29.56
16/6/2023 19:17:36;25.42;29.56
16/6/2023 19:18:7;25.42;29.56
16/6/2023 19:18:37;25.42;29.56
16/6/2023 19:19:8;25.42;29.50
16/6/2023 19:19:39;25.42;29.56
16/6/2023 19:20:9;25.42;29.56
16/6/2023 19:20:40;25.42;29.62
16/6/2023 19:21:11;25.42;29.56
16/6/2023 19:21:41;25.42;29.62
16/6/2023 19:22:12;24.93;29.69
16/6/2023 19:22:43;25.42;29.62
16/6/2023 19:23:13;25.42;29.75
16/6/2023 19:23:44;25.42;29.69
16/6/2023 19:24:15;25.42;29.69
16/6/2023 19:24:45;25.42;29.69
16/6/2023 19:25:16;24.93;29.62
16/6/2023 19:25:47;24.93;29.75
16/6/2023 19:26:17;24.93;29.69
16/6/2023 19:26:48;24.93;29.75
16/6/2023 19:27:19;24.93;29.69
16/6/2023 19:27:49;24.93;29.69
16/6/2023 19:28:20;24.93;29.62
16/6/2023 19:28:51;24.93;29.69
16/6/2023 19:29:21;24.93;29.62
16/6/2023 19:29:52;24.93;29.62
16/6/2023 19:30:23;24.93;29.62
16/6/2023 19:30:53;24.93;29.62
16/6/2023 19:31:24;24.93;29.56
16/6/2023 19:31:55;24.93;29.62
16/6/2023 19:32:25;24.93;29.62
16/6/2023 19:32:56;24.93;29.62
16/6/2023 19:33:27;24.93;29.62
16/6/2023 19:33:57;25.42;29.56
16/6/2023 19:34:28;24.93;29.56
16/6/2023 19:34:59;24.93;29.56
16/6/2023 19:35:29;24.93;29.62
16/6/2023 19:36:0;24.93;29.62
16/6/2023 19:36:31;24.93;29.62
16/6/2023 19:37:1;24.93;29.56
16/6/2023 19:37:32;24.93;29.62
16/6/2023 19:38:3;24.93;29.62
16/6/2023 19:38:33;24.93;29.69
16/6/2023 19:39:4;24.93;29.69
16/6/2023 19:39:34;24.93;29.69
16/6/2023 19:40:5;24.93;29.69
16/6/2023 19:40:36;24.93;29.62
16/6/2023 19:41:6;24.93;29.75
16/6/2023 19:41:37;24.93;29.69
16/6/2023 19:42:8;24.93;29.69
16/6/2023 19:42:38;24.93;29.69
16/6/2023 19:43:9;24.93;29.62
16/6/2023 19:43:40;24.93;29.62
16/6/2023 19:44:10;24.93;29.62
16/6/2023 19:44:41;24.93;29.75
16/6/2023 19:45:12;24.93;29.69
16/6/2023 19:45:42;24.93;29.69
16/6/2023 19:46:13;24.93;29.62
16/6/2023 19:46:44;24.93;29.62
16/6/2023 19:47:14;24.93;29.69
16/6/2023 19:47:45;24.93;29.69
16/6/2023 19:48:16;24.93;29.69
16/6/2023 19:48:46;24.93;29.69
16/6/2023 19:49:17;24.93;29.69
16/6/2023 19:49:48;24.93;29.62
16/6/2023 19:50:18;24.93;29.62
16/6/2023 19:50:49;24.93;29.62
16/6/2023 19:51:20;24.93;29.62
16/6/2023 19:51:50;24.93;29.62
16/6/2023 19:52:21;24.93;29.56
16/6/2023 19:52:52;24.93;29.62
16/6/2023 19:53:22;24.93;29.56
16/6/2023 19:53:53;24.93;29.56
16/6/2023 19:54:24;24.93;29.56
16/6/2023 19:54:54;24.93;29.56
16/6/2023 19:55:25;24.93;29.56
16/6/2023 19:55:56;24.93;29.50
16/6/2023 19:56:26;24.93;29.50
16/6/2023 19:56:57;24.93;29.44
16/6/2023 19:57:28;24.93;29.37
16/6/2023 19:57:58;24.93;29.50
16/6/2023 19:58:29;24.93;29.56
16/6/2023 19:59:0;24.93;29.62
16/6/2023 19:59:30;24.93;29.62
16/6/2023 20:0:1;24.93;29.69
16/6/2023 20:0:32;24.44;29.69
16/6/2023 20:1:2;24.93;29.69
16/6/2023 20:1:33;24.93;29.69
16/6/2023 20:2:4;24.93;29.62
16/6/2023 20:2:34;24.93;29.62
16/6/2023 20:3:5;24.93;29.56
16/6/2023 20:3:36;24.93;29.56
16/6/2023 20:4:6;24.93;29.69
16/6/2023 20:4:37;24.93;29.62
16/6/2023 20:5:8;24.93;29.56
16/6/2023 20:5:38;24.93;29.62
16/6/2023 20:6:9;24.93;29.50
16/6/2023 20:6:40;24.93;29.56
16/6/2023 20:7:10;24.93;29.56
16/6/2023 20:7:41;24.93;29.56
16/6/2023 20:8:12;24.93;29.62
16/6/2023 20:8:42;24.93;29.50
16/6/2023 20:9:13;24.44;29.50
16/6/2023 20:9:43;24.93;29.56
16/6/2023 20:10:14;24.93;29.50
16/6/2023 20:10:45;24.44;29.50
16/6/2023 20:11:15;24.44;29.44
16/6/2023 20:11:46;24.93;29.44
16/6/2023 20:12:17;24.93;29.37
16/6/2023 20:12:47;24.93;29.37
16/6/2023 20:13:18;24.93;29.37
16/6/2023 20:13:49;24.93;29.37
16/6/2023 20:14:19;24.93;29.37
16/6/2023 20:14:50;24.93;29.37
16/6/2023 20:15:21;24.44;29.44
16/6/2023 20:15:51;24.44;29.44
16/6/2023 20:16:22;24.44;29.37
16/6/2023 20:16:53;24.44;29.50
16/6/2023 20:17:23;24.93;29.50
16/6/2023 20:17:54;24.93;29.56
16/6/2023 20:18:25;24.93;29.50
16/6/2023 20:18:56;24.93;29.56
16/6/2023 20:19:27;24.44;29.62
16/6/2023 20:19:57;24.44;29.56
16/6/2023 20:20:28;24.44;29.62
16/6/2023 20:20:59;24.44;29.50
16/6/2023 20:21:29;24.44;29.56
16/6/2023 20:22:0;24.44;29.62
16/6/2023 20:22:31;24.44;29.62
16/6/2023 20:23:1;24.44;29.62
16/6/2023 20:23:32;24.44;29.56
16/6/2023 20:24:3;24.44;29.62
16/6/2023 20:24:33;24.93;29.56
16/6/2023 20:25:4;24.93;29.56
16/6/2023 20:25:35;24.93;29.56
16/6/2023 20:26:5;24.44;29.56
16/6/2023 20:26:36;24.44;29.56
16/6/2023 20:27:7;24.44;29.56
