"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73237";"TUPIRATINS";"6";"5";"Senador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001682266";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73288";"SÃO BENTO DO TOCANTINS";"10";"7";"Deputado Estadual";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685084";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73105";"SÃO FÉLIX DO TOCANTINS";"35";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"268";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73180";"SÃO MIGUEL DO TOCANTINS";"11";"5";"Senador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683100";"PARTIDO ISOLADO";"PSB";"N";"0";"0";"0";"127";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96490";"PALMEIRÓPOLIS";"18";"6";"Deputado Federal";"Partido isolado";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684656";"PARTIDO ISOLADO";"AVANTE";"N";"4";"0";"4";"48";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92410";"ARAGUAÍNA";"34";"6";"Deputado Federal";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92045";"BURITI DO TOCANTINS";"10";"6";"Deputado Federal";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73199";"TABOCÃO";"6";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73105";"SÃO FÉLIX DO TOCANTINS";"35";"5";"Senador";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685081";"PARTIDO ISOLADO";"PP";"N";"0";"0";"0";"828";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95290";"COLMÉIA";"16";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"1";"0";"1";"22";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96857";"AUGUSTINÓPOLIS";"21";"5";"Senador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001684641";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"494";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92738";"BREJINHO DE NAZARÉ";"3";"7";"Deputado Estadual";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92452";"ARAPOEMA";"31";"6";"Deputado Federal";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"1";"0";"1";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73466";"OLIVEIRA DE FÁTIMA";"13";"3";"Governador";"Coligação";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683381";"União pelo Tocantins";"(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC";"N";"0";"0";"0";"665";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93211";"COUTO MAGALHÃES";"16";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"2";"0";"2";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73121";"BOM JESUS DO TOCANTINS";"23";"5";"Senador";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681375";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"12";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73199";"TABOCÃO";"6";"6";"Deputado Federal";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685085";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"9";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73598";"IPUEIRAS";"3";"5";"Senador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001684641";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"95";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92436";"ARAGUATINS";"10";"5";"Senador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001684641";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"1050";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92371";"ARAGUACEMA";"28";"5";"Senador";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685081";"PARTIDO ISOLADO";"PP";"N";"0";"0";"0";"1867";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92738";"BREJINHO DE NAZARÉ";"3";"3";"Governador";"Coligação";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683381";"União pelo Tocantins";"(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC";"N";"0";"0";"0";"2295";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73571";"PUGMIL";"7";"3";"Governador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683284";"A TRANSFORMAÇÃO QUE O TOCANTINS PRECISA";"MDB / PL / PODE";"N";"0";"0";"0";"372";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92681";"SÃO VALÉRIO";"20";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"1663";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73040";"PALMEIRAS DO TOCANTINS";"27";"5";"Senador";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681375";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95532";"PONTE ALTA DO TOCANTINS";"26";"7";"Deputado Estadual";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685084";"PARTIDO ISOLADO";"PMB";"N";"2";"0";"2";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93130";"CONCEIÇÃO DO TOCANTINS";"22";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"1";"0";"1";"16";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95338";"GOIATINS";"32";"6";"Deputado Federal";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"10";"0";"10";"10";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73180";"SÃO MIGUEL DO TOCANTINS";"11";"7";"Deputado Estadual";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684748";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95338";"GOIATINS";"32";"6";"Deputado Federal";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681662";"PARTIDO ISOLADO";"PATRIOTA";"N";"2";"0";"2";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92509";"PORTO ALEGRE DO TOCANTINS";"25";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96032";"SÃO SEBASTIÃO DO TOCANTINS";"21";"6";"Deputado Federal";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"1";"0";"1";"12";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73245";"BRASILÂNDIA DO TOCANTINS";"4";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95699";"LIZARDA";"35";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"28";"0";"28";"14";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92525";"PRAIA NORTE";"21";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683459";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"9";"0";"9";"831";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95591";"PORTO NACIONAL";"3";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"147";"0";"147";"159";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73300";"CARIRI DO TOCANTINS";"2";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683062";"PARTIDO ISOLADO";"PP";"N";"3";"0";"3";"88";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93459";"DOIS IRMÃOS DO TOCANTINS";"28";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"4";"0";"4";"9";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96598";"SILVANÓPOLIS";"3";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93858";"GURUPI";"2";"7";"Deputado Estadual";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684731";"PARTIDO ISOLADO";"MDB";"N";"45";"0";"45";"539";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96296";"PRESIDENTE KENNEDY";"4";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"1";"0";"1";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92045";"BURITI DO TOCANTINS";"10";"6";"Deputado Federal";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"2";"0";"2";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73482";"CHAPADA DA NATIVIDADE";"19";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"2";"0";"2";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96156";"TAGUATINGA";"17";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"7";"0";"7";"19";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95370";"PINDORAMA DO TOCANTINS";"26";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73512";"AGUIARNÓPOLIS";"9";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"0";"0";"0";"44";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96156";"TAGUATINGA";"17";"6";"Deputado Federal";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683927";"PARTIDO ISOLADO";"PSC";"N";"4";"0";"4";"160";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73407";"LAJEADO";"5";"6";"Deputado Federal";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94994";"NOVO ACORDO";"35";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"29";"0";"29";"22";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73040";"PALMEIRAS DO TOCANTINS";"27";"7";"Deputado Estadual";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683047";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"3";"0";"3";"8";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92185";"DIVINÓPOLIS DO TOCANTINS";"7";"6";"Deputado Federal";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73180";"SÃO MIGUEL DO TOCANTINS";"11";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"2989";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73032";"DARCINÓPOLIS";"27";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94692";"MONTE DO CARMO";"3";"5";"Senador";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685081";"PARTIDO ISOLADO";"PP";"N";"0";"0";"0";"1599";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96199";"TOCANTÍNIA";"5";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"1";"0";"1";"238";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73261";"PAU D ARCO";"31";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685090";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73440";"PALMAS";"29";"6";"Deputado Federal";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685085";"PARTIDO ISOLADO";"PRTB";"N";"22";"0";"22";"46";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92525";"PRAIA NORTE";"21";"5";"Senador";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681375";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"27";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73296";"ESPERANTINA";"10";"6";"Deputado Federal";"Partido isolado";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684656";"PARTIDO ISOLADO";"AVANTE";"N";"3";"0";"3";"20";"0";"0"
